identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode
4907046938384800140,user,Etats-Unis,en,28,29,0,0,0,0.0,4,6,M,1,mr,True,False,True,False,15,3205,106.83,8.9,us
-184100782577594002,user,Danemark,en,3,8,8,0,0,0.0,0,0,F,2,mrs,True,False,True,True,542,3205,106.83,8.9,dk
5826337521063241833,user,Australie,en,3,8,6,0,0,0.0,0,0,F,2,mrs,True,False,True,False,35,3205,106.83,8.9,au
-4975676516338518373,user,France,fr,7,8,6,1,1,0.0,0,0,F,2,mrs,True,False,True,True,485,3205,106.83,8.9,fr
-5096141708998208738,user,Chine,en,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,700,3205,106.83,8.9,cn
-7703172025337083599,user,Royaume-Uni,en,3,8,4,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
-2764360480471345436,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-5230741452354314317,user,Etats-Unis,en,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,374,3205,106.83,8.9,us
5586325466801100358,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,708,3205,106.83,8.9,fr
6089430522280916968,user,Etats-Unis,en,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,537,3205,106.83,8.9,us
-2113109800790208147,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,686,3205,106.83,8.9,fr
-4402310551841173335,user,Etats-Unis,en,4,9,1,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-234873814320557898,user,Italie,it,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3205,106.83,8.9,it
7450187552294557778,user,Royaume-Uni,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
-5922910413286749505,user,Royaume-Uni,en,10,8,0,0,3,66.0,0,0,F,2,mrs,True,False,True,True,665,3205,106.83,8.9,gb
3044028528170735843,user,Australie,en,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,156,3205,106.83,8.9,au
8200689074097354331,user,Allemagne,de,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,307,3205,106.83,8.9,de
-5060248975540543648,user,Espagne,es,3,9,6,0,0,0.0,2,0,F,2,mrs,True,True,False,True,146,3205,106.83,8.9,es
3024322712720458246,user,Australie,en,3,8,4,0,0,0.0,6,0,F,2,mrs,True,False,True,True,237,3205,106.83,8.9,au
-6959068095341654607,user,Danemark,en,3,8,20,0,0,0.0,0,0,F,2,mrs,True,False,True,True,688,3205,106.83,8.9,dk
3609646979955471261,user,Etats-Unis,en,4,8,7,2,0,0.0,0,0,F,2,mrs,False,False,False,True,60,3205,106.83,8.9,us
-5906598992576944449,user,Canada,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,17,3205,106.83,8.9,ca
2061422534008474687,user,Canada,en,3,8,17,0,0,0.0,0,0,M,1,mr,True,False,True,True,705,3205,106.83,8.9,ca
-6057133834462650774,user,Royaume-Uni,en,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,228,3205,106.83,8.9,gb
-55419247308493406,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,606,3205,106.83,8.9,us
28887257354410673,user,Allemagne,de,5,8,3,0,0,0.0,0,5,F,2,mrs,True,False,True,True,338,3205,106.83,8.9,de
-7715359973271029443,user,Danemark,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,dk
-8626600763341313311,user,Etats-Unis,en,3,9,1,0,0,0.0,0,0,F,2,mrs,True,True,False,True,647,3205,106.83,8.9,us
-4404112433658221606,user,Singapour,fr,4,8,1,0,0,0.0,2,0,M,1,mr,False,False,False,True,573,3205,106.83,8.9,sg
7147469421646652375,user,Royaume-Uni,en,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
2070806682096194894,user,France,fr,3,8,0,0,1,0.0,0,0,M,1,mr,False,False,False,True,405,3205,106.83,8.9,fr
9089575715673160618,user,Etats-Unis,en,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-5300749223433902995,user,Royaume-Uni,en,4,9,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
-7595519887438817524,user,Allemagne,de,6,8,3,0,0,0.0,3,0,M,1,mr,True,True,True,True,382,3205,106.83,8.9,de
2374533119349771662,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,295,3205,106.83,8.9,us
1409752410484035328,user,Australie,en,3,8,4,0,0,0.0,0,0,F,2,mrs,True,False,True,True,673,3205,106.83,8.9,au
-5583297995788663475,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-6445120475856085951,user,Japon,en,3,8,12,0,0,0.0,1,1,M,1,mr,False,False,False,True,29,3205,106.83,8.9,jp
6850180409040137981,user,Royaume-Uni,en,4,12,23,0,0,0.0,22,0,F,2,mrs,False,False,False,False,20,3205,106.83,8.9,gb
27416093258331010,user,Italie,it,18,9,150,0,0,0.0,0,0,F,2,mrs,True,False,True,True,488,3205,106.83,8.9,it
-6116566851310920271,user,Etats-Unis,en,3,8,17,0,0,0.0,0,0,F,2,mrs,False,False,False,True,518,3205,106.83,8.9,us
-2684397719681230688,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
-2217321123144819839,user,Danemark,en,7,8,0,0,0,0.0,0,2,M,1,mr,True,True,False,True,50,3205,106.83,8.9,dk
5354869774791707754,user,Italie,it,3,8,0,0,0,0.0,5,0,F,2,mrs,True,False,True,True,410,3205,106.83,8.9,it
-8143710208528573757,user,Nouvelle Zélande,en,3,8,9,0,0,0.0,0,0,F,2,mrs,True,False,True,True,293,3205,106.83,8.9,nz
-4440458702334292246,user,Italie,it,3,8,0,0,0,0.0,2,0,M,1,mr,True,False,True,True,684,3205,106.83,8.9,it
4748679726011106843,user,France,fr,3,8,5,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,fr
-3257417922629505777,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-3645967069075489093,user,Australie,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,26,3205,106.83,8.9,au
6150524903662784201,user,Hong Kong,en,3,8,3,0,0,0.0,2,0,F,2,mrs,False,False,False,True,230,3205,106.83,8.9,hk
7402967454998559945,user,Australie,en,3,8,0,0,0,0.0,6,0,F,2,mrs,True,False,True,True,701,3205,106.83,8.9,au
-4302143501377025968,user,Etats-Unis,en,4,8,21,0,0,0.0,1,0,M,1,mr,True,False,True,True,383,3205,106.83,8.9,us
7715742103031856623,user,France,fr,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,fr
8892323332634658446,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,True,False,True,672,3205,106.83,8.9,us
-2434363786435381231,user,Canada,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,449,3205,106.83,8.9,ca
-6951186837194827039,user,Australie,en,3,8,5,0,0,0.0,0,0,F,2,mrs,True,False,True,True,613,3205,106.83,8.9,au
-1617920395916066383,user,Royaume-Uni,en,3,8,26,0,0,0.0,27,0,F,2,mrs,False,False,False,True,62,3205,106.83,8.9,gb
-8614162077849793461,user,Etats-Unis,en,3,8,1,0,0,0.0,3,0,F,2,mrs,True,True,False,True,703,3205,106.83,8.9,us
7675480947485335876,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,691,3205,106.83,8.9,us
4916508335685732847,user,Italie,it,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,it
-6295655747636717122,user,Etats-Unis,en,3,8,4,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-8997079601121767685,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,272,3205,106.83,8.9,us
5145429082771086538,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,gb
6293018401891876352,user,Royaume-Uni,en,6,9,11,0,0,0.0,0,0,F,2,mrs,True,False,True,True,114,3205,106.83,8.9,gb
-3356567001830581051,user,Etats-Unis,en,4,9,0,0,0,0.0,143,5,M,1,mr,False,False,False,True,151,3205,106.83,8.9,us
-8991233126577419571,user,Etats-Unis,en,3,8,52,0,0,0.0,0,0,F,2,mrs,False,False,False,True,15,3205,106.83,8.9,us
-4681583806344573244,user,Australie,en,3,8,8,0,0,0.0,4,0,F,2,mrs,True,False,True,True,590,3205,106.83,8.9,au
2782320608603033152,user,Allemagne,de,3,8,4,0,0,0.0,9,0,F,2,mrs,True,False,True,True,322,3205,106.83,8.9,de
845308073762487992,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,1,M,1,mr,True,False,True,True,180,3205,106.83,8.9,gb
6513361925565928397,user,Canada,en,3,8,4,0,0,0.0,15,0,F,2,mrs,False,False,False,True,420,3205,106.83,8.9,ca
3608915891250922552,user,Etats-Unis,en,3,8,7,0,0,0.0,0,0,F,2,mrs,True,False,True,True,434,3205,106.83,8.9,us
2176088950184114330,user,Espagne,es,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,385,3205,106.83,8.9,es
-7090286348580175663,user,Australie,en,3,8,25,0,0,0.0,3,0,F,2,mrs,True,False,True,True,206,3205,106.83,8.9,au
1067207577517639531,user,Etats-Unis,en,3,8,0,0,0,0.0,3,0,M,1,mr,False,False,False,True,629,3205,106.83,8.9,us
5585571214540317004,user,Australie,en,3,8,15,0,0,0.0,0,0,F,2,mrs,True,False,True,True,439,3205,106.83,8.9,au
2703212675124888909,user,Etats-Unis,en,4,8,0,0,0,0.0,0,1,F,2,mrs,True,False,True,True,106,3205,106.83,8.9,us
746879376126168911,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
5766637708033073668,user,Etats-Unis,en,3,8,1,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-4813911691583763556,user,Etats-Unis,en,3,8,1,0,0,0.0,0,1,F,2,mrs,False,False,False,True,142,3205,106.83,8.9,us
931550331318853319,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,614,3205,106.83,8.9,us
-6913439275500452418,user,Etats-Unis,en,3,9,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
8698318015104505245,user,Etats-Unis,en,3,8,2,0,0,0.0,1,0,F,2,mrs,False,False,False,True,591,3205,106.83,8.9,us
-6105869345704510651,user,Royaume-Uni,en,3,8,1,0,0,0.0,3,0,F,2,mrs,False,False,False,True,92,3205,106.83,8.9,gb
8876721040858141246,user,Royaume-Uni,en,16,0,6,0,1,0.0,303,32,M,1,mr,True,True,False,False,20,3205,106.83,8.9,gb
-571732967832052970,user,Australie,en,5,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,701,3205,106.83,8.9,au
-5770559667126190257,user,Etats-Unis,en,3,8,1,0,0,0.0,3,0,M,1,mr,True,False,True,True,224,3205,106.83,8.9,us
1675020017057075308,user,Finlande,en,8,8,0,4,3,100.0,0,0,F,2,mrs,True,False,True,True,82,3205,106.83,8.9,fi
5991235367425287380,user,Etats-Unis,en,3,8,20,0,0,0.0,22,2,F,2,mrs,True,False,True,True,139,3205,106.83,8.9,us
-7471065628274492040,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,True,True,False,True,707,3205,106.83,8.9,us
-4916725295448976697,user,Etats-Unis,en,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
5321267804456592698,user,Etats-Unis,en,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,361,3205,106.83,8.9,us
825235030229224759,user,Canada,en,4,7,89,0,0,0.0,1,1,M,1,mr,True,False,True,False,11,3205,106.83,8.9,ca
-4402430536695191279,user,Italie,it,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,706,3205,106.83,8.9,it
-7456867154970967323,user,Australie,en,3,8,4,0,0,0.0,0,0,F,2,mrs,True,False,True,True,705,3205,106.83,8.9,au
6929624020420215506,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
2405707868314310651,user,Etats-Unis,en,3,8,2,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
-2432602121601886920,user,Etats-Unis,en,3,9,39,0,0,0.0,1,1,F,2,mrs,True,True,False,True,350,3205,106.83,8.9,us
7774793319978665257,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,True,False,True,True,30,3205,106.83,8.9,us
1049493825694519816,user,Canada,en,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,698,3205,106.83,8.9,ca
3219073996304314715,user,Etats-Unis,en,3,8,9,0,0,0.0,17,0,F,2,mrs,False,False,False,True,595,3205,106.83,8.9,us
7355123132872911439,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,684,3205,106.83,8.9,us
-958257268595833269,user,Australie,en,3,8,4,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,au
5817405430093019374,user,Etats-Unis,en,3,8,17,0,0,0.0,0,0,F,2,mrs,True,True,False,True,608,3205,106.83,8.9,us
-2491679846816250651,user,France,fr,3,8,7,0,0,0.0,0,0,F,2,mrs,True,False,True,True,380,3205,106.83,8.9,fr
-6199673804488137307,user,Australie,en,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,au
732233462891417344,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,True,False,True,631,3205,106.83,8.9,us
5355644977702835583,user,Canada,en,3,8,9,0,0,0.0,72,0,F,2,mrs,True,False,True,True,124,3205,106.83,8.9,ca
-953401907459884710,user,Pakistan,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,345,3205,106.83,8.9,pk
-7594078875816279790,user,Australie,en,3,8,6,0,0,0.0,0,0,M,1,mr,True,False,True,True,457,3205,106.83,8.9,au
-4993176745446013408,user,France,fr,3,8,1,0,0,0.0,0,1,F,2,mrs,False,False,False,True,705,3205,106.83,8.9,fr
-5437205877203686551,user,Etats-Unis,en,3,8,28,0,0,0.0,0,0,F,2,mrs,True,False,True,True,29,3205,106.83,8.9,us
-1330994445674214295,user,France,fr,4,8,0,0,0,0.0,2,1,M,1,mr,False,False,False,True,14,3205,106.83,8.9,fr
-4486099216582877219,user,Allemagne,de,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,216,3205,106.83,8.9,de
-2340787825753219365,user,Belgique,fr,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,be
-5958619890119472733,user,Viet Nam,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,216,3205,106.83,8.9,vn
-8649960703894253678,user,Etats-Unis,en,6,8,7,0,0,0.0,1,2,M,1,mr,False,False,False,True,616,3205,106.83,8.9,us
-2378354615423648790,user,Australie,en,3,8,9,0,0,0.0,5,0,F,2,mrs,False,False,False,True,103,3205,106.83,8.9,au
4318649271761029426,user,Etats-Unis,en,4,9,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,274,3205,106.83,8.9,us
7843759613241974164,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
8680979662237234828,user,Suède,en,3,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,214,3205,106.83,8.9,se
3835564704162462708,user,Etats-Unis,en,3,8,11,0,0,0.0,4,0,F,2,mrs,False,False,False,True,211,3205,106.83,8.9,us
-2938069776098892866,user,Japon,en,3,8,13,0,0,0.0,3,0,F,2,mrs,True,False,True,True,594,3205,106.83,8.9,jp
9154222565280256368,user,Canada,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,611,3205,106.83,8.9,ca
-6057581022087115469,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,M,1,mr,False,False,False,True,14,3205,106.83,8.9,us
1555754889564690949,user,Suède,en,3,8,24,0,0,0.0,0,0,F,2,mrs,False,False,False,True,244,3205,106.83,8.9,se
7027401336050244088,user,Etats-Unis,en,5,11,5,0,0,0.0,1,0,M,1,mr,True,False,True,True,457,3205,106.83,8.9,us
-2078859311274336331,user,Nouvelle Zélande,en,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,593,3205,106.83,8.9,nz
-4764863062492453295,user,Etats-Unis,en,3,10,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,701,3205,106.83,8.9,us
-3061805428369391730,user,France,fr,4,8,0,0,0,0.0,1,1,M,1,mr,False,False,False,True,709,3205,106.83,8.9,fr
2982521244736763235,user,Hong Kong,en,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,626,3205,106.83,8.9,hk
-1528068723177412534,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,408,3205,106.83,8.9,us
-8278926857480047759,user,Japon,en,8,10,5,2,0,0.0,23,4,F,3,miss,False,False,False,True,41,3205,106.83,8.9,jp
4226128916328981009,user,Canada,en,3,8,71,0,0,0.0,0,0,F,2,mrs,True,False,True,True,18,3205,106.83,8.9,ca
-3448316972307198735,user,Etats-Unis,en,4,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,624,3205,106.83,8.9,us
-5083503492646689429,user,Hong Kong,en,27,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,False,173,3205,106.83,8.9,hk
6516867803763006045,user,Etats-Unis,en,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-1027629436473179700,user,Australie,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,390,3205,106.83,8.9,au
-4331805054086399026,user,France,en,3,8,6,0,0,0.0,14,0,F,2,mrs,False,False,False,True,621,3205,106.83,8.9,fr
1026733957913131068,user,Australie,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,289,3205,106.83,8.9,au
-7102847617761118879,user,Etats-Unis,en,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,us
4672854076768171634,user,Australie,en,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,696,3205,106.83,8.9,au
-2205857650926890820,user,Pays-Bas,en,3,8,0,0,0,0.0,12,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,nl
-3582194913766217777,user,Allemagne,de,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,523,3205,106.83,8.9,de
1864721514994761811,user,Etats-Unis,en,3,8,7,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,us
7475056850785303644,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
6969977723529521553,user,Etats-Unis,en,3,8,24,0,0,0.0,5,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-5043706518172796527,user,Pays-Bas,en,3,8,5,0,0,0.0,0,0,M,1,mr,True,False,True,True,534,3205,106.83,8.9,nl
-4696841577578607009,user,Allemagne,de,3,8,0,0,0,0.0,3,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de
-6847461697141706612,user,Danemark,en,4,8,1,0,0,0.0,0,2,M,1,mr,False,False,False,True,231,3205,106.83,8.9,dk
-6905912723123179139,user,Australie,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,685,3205,106.83,8.9,au
-4480191174906958436,user,Hong Kong,en,5,8,6,0,1,0.0,223,3,M,1,mr,True,False,True,True,16,3205,106.83,8.9,hk
-959340274288543302,user,Italie,it,3,8,0,0,0,0.0,4,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,it
-1564907195409985746,user,France,fr,4,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,201,3205,106.83,8.9,fr
-43207123814520004,user,Allemagne,en,3,9,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,80,3205,106.83,8.9,de
5346101312588427706,user,France,en,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,675,3205,106.83,8.9,fr
-2956337821593726703,user,Autriche,de,3,8,0,0,0,0.0,6,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,at
7545406013098473301,user,Russie,en,3,8,4,0,0,0.0,0,0,F,2,mrs,True,False,True,True,708,3205,106.83,8.9,ru
95744281579333368,user,France,fr,3,9,0,1,0,0.0,0,0,F,2,mrs,True,False,True,True,686,3205,106.83,8.9,fr
-1003546534492351931,user,Italie,it,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,708,3204,106.8,8.9,it
-6315444790278179623,user,Royaume-Uni,en,3,8,0,2,0,0.0,0,0,F,2,mrs,False,False,False,True,147,3204,106.8,8.9,gb
5892072974532822089,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,1,F,2,mrs,False,False,False,True,708,3204,106.8,8.9,gb
2036818709236479482,user,Danemark,en,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,400,3204,106.8,8.9,dk
-8309252098508927745,user,Royaume-Uni,en,3,8,15,0,0,0.0,1,0,M,1,mr,True,False,True,True,639,3204,106.8,8.9,gb
7290535961460763322,user,Allemagne,de,3,8,64,4,0,0.0,1,0,F,2,mrs,True,False,True,True,11,3204,106.8,8.9,de
-6632349746321924853,user,Danemark,en,3,8,14,0,0,0.0,0,0,F,2,mrs,True,False,True,True,372,3204,106.8,8.9,dk
-5230806037860784023,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,180,3204,106.8,8.9,us
4584325323040786453,user,Allemagne,de,3,8,0,0,0,0.0,0,2,M,1,mr,False,False,False,True,678,3204,106.8,8.9,de
-8430611031545733251,user,Lettonie,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,58,3204,106.8,8.9,lv
5148698454099595301,user,France,fr,4,13,1,0,0,0.0,18,2,M,1,mr,False,False,False,True,29,3204,106.8,8.9,fr
2452788423721272219,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,597,3204,106.8,8.9,us
1725371131152118058,user,Pays-Bas,en,29,8,33,2,2,100.0,17,8,F,2,mrs,True,False,True,False,377,3204,106.8,8.9,nl
-8968311031769049838,user,Etats-Unis,en,3,9,0,0,0,0.0,4,2,F,2,mrs,False,False,False,True,59,3204,106.8,8.9,us
3510864381896812495,user,Espagne,es,3,8,8,0,0,0.0,0,0,F,2,mrs,False,False,False,False,148,3204,106.8,8.9,es
789312737894824410,user,Danemark,en,3,8,12,0,0,0.0,2,0,F,2,mrs,False,False,False,True,69,3204,106.8,8.9,dk
3722638666688534874,user,Etats-Unis,en,3,8,19,0,0,0.0,0,0,F,2,mrs,False,False,False,True,708,3204,106.8,8.9,us
-4314360794391024259,user,Royaume-Uni,en,3,9,21,0,0,0.0,1,1,F,2,mrs,True,True,False,True,82,3204,106.8,8.9,gb
-2628220086268306610,user,Canada,en,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,700,3204,106.8,8.9,ca
-6550976720560186154,user,France,fr,3,8,0,0,0,0.0,1,0,F,2,mrs,True,False,True,True,439,3204,106.8,8.9,fr
6974458176239258571,user,Espagne,en,5,8,167,0,0,0.0,0,0,F,2,mrs,True,False,True,True,571,3204,106.8,8.9,es
-5427472487749231410,user,Allemagne,en,5,8,1,0,2,0.0,0,0,F,2,mrs,True,False,True,True,192,3204,106.8,8.9,de
